mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
171	169	673	677	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	3200								388						
171	169	675	679	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3201														
171	169	676	680	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3202														
171	169	673	677	0.0		0	0	Chord	4/4	3	1	0	acciaccatura		1/16	1	3203														
171	169	673	677	0.0		0	0	Chord	4/4	3	1	0	acciaccatura		1/16	1	3204														
171	169	673	677	0.0		0	0	Chord	4/4	3	1	0	acciaccatura		1/16	1	3205														
171	169	673	677	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	3206								389						
171	169	675	679	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3207														
171	169	1353/2	1361/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3208														
171	169	673	677	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3209														
171	169	1347/2	1355/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3210														
171	169	674	678	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3211														
171	169	1349/2	1357/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3212														
171	169	675	679	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3213								390						
171	169	1351/2	1359/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	3214								390						
171	169	676	680	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3215								390						
171	169	1353/2	1361/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3216														
172	170	677	681	0.0		0	0	Spanner	4/4	1	1	0																			
172	170	677	681	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3217								391						
172	170	1355/2	1363/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3218														
172	170	678	682	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3219														
172	170	680	684	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3220														
172	170	677	681	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	3221								392						
172	170	1355/2	1363/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3222														
172	170	678	682	2.0		1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	3223														
172	170	680	684	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3224														
172	170	677	681	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3225								393						
172	170	1355/2	1363/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3226								393						
172	170	678	682	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3227								393						
172	170	1357/2	1365/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3228														
172	170	679	683	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3229								394						
172	170	1359/2	1367/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3230								394						
172	170	680	684	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3231								394						
172	170	1361/2	1369/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3232														
172	170	677	681	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	3233								395						
172	170	679	683	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3234								395						
173	171	681	685	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3235														
173	171	682	686	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3236														
173	171	684	688	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3237														
173	171	681	685	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3238														
173	171	682	686	2.0		1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	3239														
173	171	684	688	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3240														
173	171	681	685	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3241								396						
173	171	1363/2	1371/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3242								396						
173	171	682	686	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3243								396						
173	171	1365/2	1373/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3244														
173	171	683	687	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3245								397						
173	171	1367/2	1375/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3246								397						
173	171	684	688	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3247								397						
173	171	1369/2	1377/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3248														
173	171	681	685	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	3249								395						
173	171	683	687	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3250														
174	172	685	689	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3251								398						
174	172	1371/2	1379/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3252														
174	172	686	690	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	3253		articStaccatoAbove												
174	172	1373/2	1381/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	3254		articStaccatoAbove												
174	172	687	691	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3255								399						
174	172	1375/2	1383/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3256														
174	172	688	692	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3257								400						
174	172	1377/2	1385/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3258														
174	172	685	689	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3259														
174	172	686	690	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3260								401						
174	172	687	691	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3261								401						
174	172	688	692	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3262														
174	172	685	689	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3263														
174	172	686	690	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3264								402						
174	172	687	691	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3265								402						
174	172	688	692	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3266														
174	172	685	689	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	3267														
174	172	687	691	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3268														
175	173	689	693	0.0		0	0	Dynamic	4/4	1	1	0						p													
175	173	689	693	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	3269														
175	173	691	695	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3270														
175	173	1383/2	1391/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3271								403						
175	173	2767/4	2783/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3272														
175	173	692	696	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3273								404						
175	173	2769/4	2785/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3274								404						
175	173	1385/2	1393/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3275								404						
175	173	2771/4	2787/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3276														
175	173	689	693	0.0		0	0	Dynamic	4/4	2	1	0						p													
175	173	689	693	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	3277														
175	173	1379/2	1387/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3278														
175	173	690	694	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3279														
175	173	1381/2	1389/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3280														
175	173	691	695	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3281														
175	173	689	693	0.0		0	0	Dynamic	4/4	3	1	0						p													
175	173	689	693	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3282														
175	173	1379/2	1387/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3283														
175	173	690	694	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3284														
175	173	1381/2	1389/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3285														
175	173	691	695	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3286														
175	173	689	693	0.0		0	0	Dynamic	4/4	4	1	0						p													
175	173	689	693	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3287														
175	173	1379/2	1387/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3288														
175	173	690	694	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3289														
175	173	1381/2	1389/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3290														
175	173	691	695	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3291														
176	174	693	697	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3292								405						
176	174	694	698	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	3293														
176	174	695	699	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3294														
176	174	1391/2	1399/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3295								406						
176	174	2783/4	2799/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3296														
176	174	696	700	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3297								407						
176	174	2785/4	2801/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3298								407						
176	174	1393/2	1401/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3299								407						
176	174	2787/4	2803/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3300														
176	174	1387/2	1395/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3301														
176	174	694	698	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3302														
176	174	1389/2	1397/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3303														
176	174	695	699	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3304														
176	174	1387/2	1395/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3305														
176	174	694	698	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3306														
176	174	1389/2	1397/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3307														
176	174	695	699	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3308														
176	174	1387/2	1395/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3309														
176	174	694	698	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3310														
176	174	1389/2	1397/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3311														
176	174	695	699	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3312														
177	175	697	701	0.0		0	0	Spanner	4/4	1	1	0															60				
177	175	697	701	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	3313								408		60				
177	175	2789/4	2805/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	3314										60				
177	175	1395/2	1403/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	3315								409		60				
177	175	2791/4	2807/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3316										60				
177	175	698	702	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	3317								410		60				
177	175	2793/4	2809/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	3318										60				
177	175	1397/2	1405/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	3319								411		60				
177	175	2795/4	2811/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3320										60				
177	175	699	703	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	3321								412		60				
177	175	2797/4	2813/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	3322										60				
177	175	1399/2	1407/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3323								413		60				
177	175	2799/4	2815/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3324										60				
177	175	700	704	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3325								414		60				
177	175	2801/4	2817/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3326										60				
177	175	1401/2	1409/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3327								415		60				
177	175	2803/4	2819/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3328										60				
177	175	698	702	0.0		1/4	1/4	Spanner	4/4	2	1	0															61				
177	175	698	702	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3329										61				
177	175	700	704	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3330										61				
177	175	698	702	0.0		1/4	1/4	Spanner	4/4	3	1	0															62				
177	175	698	702	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3331										62				
177	175	700	704	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3332										62				
177	175	698	702	0.0		1/4	1/4	Spanner	4/4	4	1	0															63				
177	175	698	702	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3333										63				
177	175	700	704	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3334										63				
178	176	701	705	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	3335								416		60				
178	176	2805/4	2821/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	3336								416		60				
178	176	1403/2	1411/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	3337								416		60				
178	176	2807/4	2823/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3338								416		60				
178	176	702	706	0.0		1/4	1/4	Dynamic	4/4	1	1	0						fp							416						
178	176	702	706	0.0		1/4	1/4	Spanner	4/4	1	1	0													416						
178	176	702	706	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	3339								416						
178	176	2809/4	2825/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	3340								416						
178	176	1405/2	1413/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	3341								416						
178	176	2811/4	2827/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3342								416						
178	176	703	707	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	3343								416						
178	176	2813/4	2829/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	3344								416						
178	176	1407/2	1415/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3345								416						
178	176	2815/4	2831/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3346								416						
178	176	704	708	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3347								416						
178	176	2817/4	2833/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3348								416						
178	176	1409/2	1417/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3349								416						
178	176	2819/4	2835/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3350														
178	176	702	706	0.0		1/4	1/4	Dynamic	4/4	2	1	0						f													
178	176	702	706	0.0		1/4	1/4	Spanner	4/4	2	1	0																			
178	176	702	706	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3351		articStaccatoBelow												
178	176	702	706	0.0		1/4	1/4	Dynamic	4/4	3	1	0						f													
178	176	702	706	0.0		1/4	1/4	Spanner	4/4	3	1	0																			
178	176	702	706	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3352		articStaccatoBelow												
178	176	702	706	0.0		1/4	1/4	Dynamic	4/4	4	1	0						f													
178	176	702	706	0.0		1/4	1/4	Spanner	4/4	4	1	0																			
178	176	702	706	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3353		articStaccatoBelow												
179	177	705	709	0.0		0	0	Dynamic	4/4	1	1	0						p													
179	177	705	709	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3354		articStaccatoBelow												
179	177	706	710	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf													
179	177	706	710	1.5		1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	3355														
179	177	1415/2	1423/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3356		articStaccatoBelow												
179	177	708	712	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3357		articStaccatoBelow												
179	177	1417/2	1425/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3358		articStaccatoBelow												
179	177	705	709	0.0		0	0	Dynamic	4/4	2	1	0						p													
179	177	705	709	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3359		articStaccatoBelow												
179	177	706	710	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf													
179	177	706	710	1.5		1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	3360														
179	177	1415/2	1423/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3361		articStaccatoBelow												
179	177	708	712	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3362		articStaccatoBelow												
179	177	1417/2	1425/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3363		articStaccatoBelow												
179	177	705	709	0.0		0	0	Dynamic	4/4	3	1	0						p													
179	177	705	709	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3364		articStaccatoBelow												
179	177	706	710	0.0		1/4	1/4	Dynamic	4/4	3	1	0						sf													
179	177	706	710	1.5		1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	3365														
179	177	1415/2	1423/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3366		articStaccatoBelow												
179	177	708	712	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3367		articStaccatoBelow												
179	177	1417/2	1425/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3368		articStaccatoBelow												
179	177	705	709	0.0		0	0	Dynamic	4/4	4	1	0						p													
179	177	705	709	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3369		articStaccatoBelow												
179	177	706	710	0.0		1/4	1/4	Dynamic	4/4	4	1	0						sf													
179	177	706	710	1.5		1/4	1/4	Chord	4/4	4	1	3/8			1/4	3/2	3370														
179	177	1415/2	1423/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	3371		articStaccatoAbove												
179	177	708	712	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3372		articStaccatoAbove												
179	177	1417/2	1425/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3373		articStaccatoAbove												
180	178	709	713	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3374								417						
180	178	1419/2	1427/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3375														
180	178	710	714	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3376														
180	178	712	716	0.0		3/4	3/4	Chord	4/4	1	1	0	acciaccatura		1/16	1	3377														
180	178	712	716	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3378								418						
180	178	1425/2	1433/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3379								418						
180	178	2851/4	2867/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3380														
180	178	709	713	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3381								419						
180	178	710	714	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3382								419						
180	178	711	715	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3383								419						
180	178	712	716	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3384														
180	178	709	713	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3385								420						
180	178	710	714	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3386								420						
180	178	711	715	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3387								420						
180	178	712	716	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3388														
180	178	709	713	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3389								421						
180	178	710	714	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3390								421						
180	178	711	715	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3391								421						
180	178	712	716	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3392														
181	179	713	717	0.0		0	0	Dynamic	4/4	1	1	0						p													
181	179	713	717	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3393		articStaccatoBelow												
181	179	714	718	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf													
181	179	714	718	1.5		1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	3394														
181	179	1431/2	1439/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3395		articStaccatoBelow												
181	179	716	720	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3396		articStaccatoBelow												
181	179	1433/2	1441/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3397		articStaccatoBelow												
181	179	713	717	0.0		0	0	Dynamic	4/4	2	1	0						p													
181	179	713	717	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3398		articStaccatoBelow												
181	179	714	718	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf													
181	179	714	718	1.5		1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	3399														
181	179	1431/2	1439/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3400		articStaccatoBelow												
181	179	716	720	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3401		articStaccatoBelow												
181	179	1433/2	1441/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3402		articStaccatoBelow												
181	179	713	717	0.0		0	0	Dynamic	4/4	3	1	0						p													
181	179	713	717	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3403		articStaccatoBelow												
181	179	714	718	0.0		1/4	1/4	Dynamic	4/4	3	1	0						sf													
181	179	714	718	1.5		1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	3404														
181	179	1431/2	1439/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3405		articStaccatoBelow												
181	179	716	720	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3406		articStaccatoBelow												
181	179	1433/2	1441/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3407		articStaccatoBelow												
181	179	713	717	0.0		0	0	Dynamic	4/4	4	1	0						p													
181	179	713	717	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3408		articStaccatoBelow												
181	179	714	718	0.0		1/4	1/4	Dynamic	4/4	4	1	0						sf													
181	179	714	718	1.5		1/4	1/4	Chord	4/4	4	1	3/8			1/4	3/2	3409														
181	179	1431/2	1439/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	3410		articStaccatoAbove												
181	179	716	720	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3411		articStaccatoAbove												
181	179	1433/2	1441/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3412		articStaccatoAbove												
182	180	717	721	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3413								422						
182	180	1435/2	1443/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3414														
182	180	718	722	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3415														
182	180	720	724	0.0		3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	3416														
182	180	720	724	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3417								423						
182	180	1441/2	1449/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3418								423						
182	180	2883/4	2899/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3419														
182	180	717	721	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3420								424						
182	180	718	722	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3421								424						
182	180	719	723	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3422								424						
182	180	720	724	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3423														
182	180	717	721	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3424								425						
182	180	718	722	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3425								425						
182	180	719	723	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3426								425						
182	180	720	724	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3427														
182	180	717	721	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3428								426						
182	180	718	722	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3429								426						
182	180	719	723	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3430								426						
182	180	720	724	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3431														
183	181	721	725	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3432		articStaccatoBelow												
183	181	722	726	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf													
183	181	722	726	1.5		1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	3433														
183	181	1447/2	1455/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3434		articStaccatoBelow												
183	181	724	728	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3435		articStaccatoBelow												
183	181	1449/2	1457/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3436		articStaccatoBelow												
183	181	721	725	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3437		articStaccatoBelow												
183	181	722	726	0.0		1/4	1/4	Dynamic	4/4	2	1	0						sf													
183	181	722	726	1.5		1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	3438														
183	181	1447/2	1455/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3439		articStaccatoBelow												
183	181	724	728	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3440		articStaccatoBelow												
183	181	1449/2	1457/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3441		articStaccatoBelow												
183	181	721	725	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3442		articStaccatoBelow												
183	181	722	726	0.0		1/4	1/4	Dynamic	4/4	3	1	0						sf													
183	181	722	726	1.5		1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	3443														
183	181	1447/2	1455/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3444		articStaccatoBelow												
183	181	724	728	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3445		articStaccatoBelow												
