mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
227	226	452	452	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2411										
227	226	905/2	905/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2412										
228	227	453	453	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	2413								154		
228	227	1815/4	1815/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2414								154		
228	227	454	454	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	2415								154		
228	227	1819/4	1819/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2416										
228	227	453	453	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2417										
228	227	454	454	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2418										
228	227	453	453	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2419										
228	227	907/2	907/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2420										
228	227	454	454	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2421										
228	227	909/2	909/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2422										
229	228	455	455	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2423										
229	228	913/2	913/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2424										
229	228	455	455	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2425										
229	228	455	455	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2426										
229	228	911/2	911/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2427										
229	228	456	456	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2428										
229	228	913/2	913/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2429										
229	228	455	455	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	2430										
230	229	457	457	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2431								155		
230	229	915/2	915/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2432								155		
230	229	458	458	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2433								155		
230	229	917/2	917/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2434										
230	229	457	457	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2435										
230	229	915/2	915/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2436										
230	229	458	458	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2437										
230	229	917/2	917/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2438										
230	229	457	457	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	2439										
231	230	459	459	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2440										
231	230	921/2	921/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2441										
231	230	459	459	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2442										
231	230	919/2	919/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2443										
231	230	460	460	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2444										
231	230	921/2	921/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2445										
231	230	459	459	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	2446										
232	231	461	461	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2447								156		
232	231	923/2	923/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2448								156		
232	231	462	462	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2449								156		
232	231	925/2	925/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2450										
232	231	461	461	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2451										
232	231	923/2	923/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2452										
232	231	462	462	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2453										
232	231	925/2	925/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2454										
232	231	461	461	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	2455										
233	232	463	463	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2456										
233	232	464	464	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2457		articStaccatoAbove						157		
233	232	463	463	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2458										
233	232	927/2	927/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2459										
233	232	464	464	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2460										
233	232	929/2	929/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2461										
233	232	463	463	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	2462										
233	232	464	464	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2463										
234	233	465	465	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2464		articStaccatoAbove						157		
234	233	466	466	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2465		articStaccatoAbove								
234	233	465	465	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2466										
234	233	931/2	931/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2467										
234	233	466	466	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2468										
234	233	933/2	933/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2469										
234	233	465	465	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	2470										
234	233	466	466	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2471										
235	234	467	467	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2472								158		
235	234	937/2	937/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2473										
235	234	467	467	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	2474										
235	234	467	467	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	2475										
235	234	935/2	935/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2476										
235	234	468	468	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	2477										
235	234	937/2	937/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	2478										
236	235	469	469	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2479								159		
236	235	941/2	941/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2480										
236	235	469	469	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2481										
236	235	939/2	939/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2482										
236	235	470	470	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2483										
236	235	941/2	941/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2484										
236	235	469	469	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	2485										
236	235	470	470	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2486										
237	236	471	471	0.0		0	0	Spanner	2/4	1	1	0													0	0
237	236	471	471	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	2487								160	0	0
237	236	1887/4	1887/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2488									0	0
237	236	472	472	0.0		1/4	1/4	Spanner	2/4	1	1	0														
237	236	472	472	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	2489								161		
237	236	1891/4	1891/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2490										
237	236	471	471	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2491										
237	236	943/2	943/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2492										
237	236	472	472	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2493										
237	236	945/2	945/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2494										
237	236	471	471	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	2495										
237	236	472	472	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	2496										
238	237		473	1.5	1	0	0	Chord	2/4	1	1	3/8		1/4	3/2	2497										
238	237		949/2	0.5	1	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2498										
238	237		947/2	0.5	1	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2499										
238	237		474	0.5	1	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2500										
238	237		949/2	0.5	1	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2501										
238	237		473	2.0	1	0	0	Chord	2/4	2	2	1/2		1/2	1	2502										
239	237	473	475	2.0	2	0	0	Chord	2/4	1	1	1/2		1/2	1	2503										
239	237	475	477	0.0	2	1/2	1/2	Tempo	2/4	1	1	0									adagio	71.0	1.0			
239	237	1426/3	1432/3	0.3333333333333333	2	7/12	7/12	Chord	2/4	1	1	1/12		1/8	2/3	2504		articStaccatoBelow						162		
239	237	1427/3	1433/3	0.3333333333333333	2	2/3	2/3	Chord	2/4	1	1	1/12		1/8	2/3	2505		articStaccatoBelow						162		
239	237	476	478	0.3333333333333333	2	3/4	3/4	Chord	2/4	1	1	1/12		1/8	2/3	2506		articStaccatoBelow						162		
239	237	1429/3	1435/3	0.3333333333333333	2	5/6	5/6	Chord	2/4	1	1	1/12		1/8	2/3	2507		articStaccatoBelow						162		
239	237	1430/3	1436/3	0.3333333333333333	2	11/12	11/12	Chord	2/4	1	1	1/12		1/8	2/3	2508		articStaccatoBelow								
239	237	473	475	2.0	2	0	0	Chord	2/4	2	1	1/2		1/2	1	2509										
239	237	475	477	0.0	2	1/2	1/2	StaffText	2/4	2	1	0							attacca il Allegro							
240	237	477	479	0.0		0	0	SystemText	6/8	1	1	0								Var. XII						
240	237	477	479	0.0		0	0	Tempo	6/8	1	1	0									Maggiore.Allegro	144.0	1.0			
240	237	477	479	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2510								163		
240	237	478	480	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2511								163		
240	237	477	479	0.0		0	0	Dynamic	6/8	1	2	0					p									
240	237	477	479	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	2512								164		
240	237	478	480	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2513								164		
241	238	957/2	961/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2514								163		
241	238	959/2	963/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2515								163		
241	238	480	482	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2516								163		
241	238	481	483	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2517								163		
241	238	957/2	961/2	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	2518								164		
241	238	959/2	963/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2519								164		
241	238	480	482	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2520								164		
241	238	481	483	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2521								164		
241	238	957/2	961/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	2522										
242	239	963/2	967/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2523								163		
242	239	965/2	969/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2524								163		
242	239	483	485	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2525								163		
242	239	484	486	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2526										
242	239	963/2	967/2	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	2527								164		
242	239	965/2	969/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2528								164		
242	239	483	485	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2529								164		
242	239	484	486	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2530										
242	239	963/2	967/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	2531										
243	240	969/2	973/2	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2532								165		
243	240	486	488	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2533								165		
243	240	973/2	977/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2534								165		
243	240	487	489	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2535										
243	240	969/2	973/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2536								166		
243	240	485	487	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2537								166		
243	240	971/2	975/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2538								166		
243	240	486	488	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2539								166		
243	240	973/2	977/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2540								166		
243	240	487	489	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2541										
243	240	969/2	973/2	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	2542										
244	241	975/2	979/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2543								167		
244	241	488	490	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2544										
244	241	977/2	981/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2545		articStaccatoAbove								
244	241	489	491	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2546								168		
244	241	979/2	983/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2547										
244	241	490	492	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2548		articStaccatoAbove								
244	241	975/2	979/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2549										
244	241	488	490	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2550										
244	241	977/2	981/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2551										
244	241	489	491	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2552										
244	241	979/2	983/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2553										
244	241	490	492	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2554										
245	242	981/2	985/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2555								169		
245	242	983/2	987/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2556										
245	242	492	494	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2557								170		
245	242	493	495	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2558										
245	242	981/2	985/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2559										
245	242	985/2	989/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2560								171		
245	242	493	495	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2561								171		
246	243	987/2	991/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2562								172		
246	243	494	496	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2563										
246	243	989/2	993/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2564		articStaccatoAbove								
246	243	495	497	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2565								173		
246	243	991/2	995/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2566										
246	243	496	498	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2567		articStaccatoAbove								
246	243	987/2	991/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2568								171		
246	243	989/2	993/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2569								171		
246	243	495	497	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2570								171		
246	243	496	498	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2571								171		
246	243	987/2	991/2	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2572										
247	244	993/2	997/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2573								174		
247	244	497	499	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2574										
247	244	995/2	999/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2575		articStaccatoAbove								
247	244	498	500	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2576								175		
247	244	997/2	1001/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2577										
247	244	499	501	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2578		articStaccatoAbove								
247	244	993/2	997/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2579								171		
247	244	995/2	999/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2580								171		
247	244	498	500	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2581								171		
247	244	499	501	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2582										
247	244	993/2	997/2	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2583										
248	245	999/2	1003/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2584										
248	245	1001/2	1005/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2585										
248	245	501	503	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2586		articStaccatoAbove								
248	245	1003/2	1007/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2587		articStaccatoAbove								
248	245	502	504	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2588		articStaccatoAbove								
248	245	999/2	1003/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2589								176		
248	245	500	502	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2590								176		
248	245	1001/2	1005/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2591								176		
248	245	501	503	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2592								176		
248	245	1003/2	1007/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2593								176		
248	245	502	504	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2594										
249	246	1005/2	1009/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2595								177		
249	246	503	505	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2596										
249	246	1007/2	1011/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2597		articStaccatoAbove								
249	246	504	506	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2598								178		
249	246	505	507	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2599										
249	246	1005/2	1009/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2600								179		
249	246	1007/2	1011/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2601								179		
249	246	504	506	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2602								179		
249	246	505	507	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2603										
250	247	1011/2	1015/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2604										
250	247	1015/2	1019/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2605								180		
250	247	508	510	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2606										
250	247	1011/2	1015/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2607										
250	247	1013/2	1017/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2608										
250	247	507	509	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2609								181		
250	247	508	510	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2610										
251	248	1017/2	1021/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2611								182		
251	248	1019/2	1023/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2612										
251	248	510	512	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2613								183		
251	248	511	513	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2614										
251	248	509	511	1.0		1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	2615										
251	248	1021/2	1025/2	1.0		1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	2616										
251	248	1017/2	1021/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2617										
251	248	1019/2	1023/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2618										
251	248	510	512	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2619										
251	248	511	513	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2620										
252	249	1023/2	1027/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2621								184		
252	249	1025/2	1029/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2622										
252	249	513	515	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2623										
252	249	1027/2	1031/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2624										
252	249	514	516	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2625										
252	249	512	514	1.0		1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	2626										
252	249	513	515	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2627										
252	249	1023/2	1027/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2628										
252	249	1025/2	1029/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2629										
252	249	513	515	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2630								185		
252	249	1027/2	1031/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2631								185		
252	249	514	516	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2632								185		
253	250	1029/2	1033/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2633										
253	250	1031/2	1035/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2634										
253	250	516	518	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2635										
253	250	517	519	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2636										
253	250	1029/2	1033/2	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	2637										
253	250	515	517	1.0		1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	2638										
253	250	516	518	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2639										
253	250	1033/2	1037/2	1.0		1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	2640								186		
253	250	1029/2	1033/2	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2641								185		
253	250	515	517	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2642								185		
253	250	1031/2	1035/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2643								185		
253	250	516	518	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2644								185		
253	250	1033/2	1037/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2645								185		
253	250	517	519	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2646										
254	251	1035/2	1039/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2647										
254	251	518	520	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2648										
254	251	1039/2	1043/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2649		articStaccatoAbove								
254	251	520	522	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2650		articStaccatoAbove								
254	251	1035/2	1039/2	0.5		0	0	Chord	6/8	1	2	1/8		1/8	1	2651								186		
254	251	518	520	0.5		1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2652								186		
254	251	1037/2	1041/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2653										
254	251	1035/2	1039/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2654										
254	251	519	521	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2655								187		
254	251	520	522	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2656								187		
254	251	519	521	1.5		3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2657										
255	252	1041/2	1045/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2658		articStaccatoAbove								
255	252	521	523	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2659		articStaccatoAbove								
255	252	1043/2	1047/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2660		articStaccatoAbove								
255	252	522	524	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2661		articStaccatoAbove								
255	252	1045/2	1049/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2662		articStaccatoAbove								
255	252	523	525	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2663		articStaccatoAbove								
255	252	1041/2	1045/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2664								187		
255	252	1043/2	1047/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2665								187		
255	252	522	524	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2666								187		
255	252	523	525	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2667								187		
255	252	1041/2	1045/2	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2668										
256	253	1047/2	1051/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2669										
256	253	524	526	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2670										
256	253	1049/2	1053/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2671										
256	253	525	527	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2672										
256	253	1051/2	1055/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2673										
256	253	526	528	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2674										
256	253	1047/2	1051/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2675								187		
256	253	1049/2	1053/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2676								187		
256	253	525	527	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2677								187		
256	253	526	528	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2678										
256	253	1047/2	1051/2	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	2679										
257	254	2107/4	2115/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2680										
257	254	527	529	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2681										
257	254	2109/4	2117/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2682										
257	254	1055/2	1059/2	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2683										
257	254	2111/4	2119/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2684										
257	254	528	530	0.16666666666666666		3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	2685								188		
