mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	diminuendo_line	HairPin:3_decresc.
131	119	238	238	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1247								84			
131	119	953/4	953/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1248								84			
131	119	473/2	473/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1249								85			
131	119	475/2	475/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1250								85			
132	120	477/2	477/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1251								84			
132	120	955/4	955/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1252								84			
132	120	239	239	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1253								84			
132	120	957/4	957/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1254								84			
132	120	479/2	479/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1255								84			
132	120	959/4	959/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1256								84			
132	120	240	240	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1257								84			
132	120	961/4	961/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1258								84			
132	120	477/2	477/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1259											
132	120	479/2	479/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1260											
133	121	481/2	481/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1261								84			
133	121	963/4	963/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1262								84			
133	121	241	241	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1263								84			
133	121	965/4	965/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1264								84			
133	121	483/2	483/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1265								84			
133	121	967/4	967/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1266								84			
133	121	242	242	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1267								84			
133	121	969/4	969/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1268								84			
133	121	481/2	481/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1269											
133	121	483/2	483/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1270											
134	122	485/2	485/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1271								84			
134	122	971/4	971/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1272								84			
134	122	243	243	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1273								84			
134	122	973/4	973/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1274								84			
134	122	487/2	487/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1275								84			
134	122	975/4	975/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1276								84			
134	122	244	244	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1277								84			
134	122	977/4	977/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1278											
134	122	485/2	485/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1279											
134	122	487/2	487/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1280											
135	123	489/2	489/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1281											
135	123	489/2	489/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1282											
136	123	491/2	491/2	0.0		0	1/4	SystemText	2/4	1	1	0								Var. VI							
136	123	491/2	491/2	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	1283								86			
136	123	246	246	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1284								86			
137	124	493/2	493/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1285								86			
137	124	247	247	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1286								86			
137	124	495/2	495/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1287								86			
137	124	248	248	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1288								86			
138	125	497/2	497/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1289								86			
138	125	249	249	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1290								86			
138	125	499/2	499/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1291								86			
138	125	250	250	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1292											
138	125	497/2	497/2	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1293											
139	126	501/2	501/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1294								87			
139	126	503/2	503/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1295											
139	126	503/2	503/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1296											
139	126	251	251	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1297								88			
139	126	503/2	503/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1298								88			
139	126	252	252	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1299								88			
140	127	505/2	505/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1300								87			
140	127	253	253	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1301								87			
140	127	507/2	507/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1302								87			
140	127	254	254	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1303											
140	127	505/2	505/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1304											
140	127	507/2	507/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1305											
140	127	505/2	505/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1306											
140	127	507/2	507/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1307											
140	127	505/2	505/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1308											
141	128	509/2	509/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1309								89			
141	128	255	255	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1310											
141	128	509/2	509/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1311											
141	128	511/2	511/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1312								90			
141	128	256	256	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1313								90			
141	128	509/2	509/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1314											
142	129	513/2	513/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1315								90			
142	129	257	257	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1316								90			
142	129	515/2	515/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1317								90			
142	129	258	258	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1318								90			
143	130	517/2	517/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1319								90			
143	130	259	259	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1320								90			
143	130	519/2	519/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1321								90			
143	130	260	260	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1322											
143	130	517/2	517/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1323											
144	131	261	261	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1324								91			
144	131	523/2	523/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1325								91			
144	131	262	262	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1326								91			
144	131	523/2	523/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1327											
144	131	262	262	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1328											
144	131	521/2	521/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1329											
144	131	262	262	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1330											
144	131	521/2	521/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1331											
144	131	523/2	523/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1332											
145	132	525/2	525/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1333								91			
145	132	263	263	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1334								91			
145	132	527/2	527/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1335								91			
145	132	264	264	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1336								91			
145	132	525/2	525/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1337											
145	132	263	263	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1338											
145	132	527/2	527/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1339											
145	132	525/2	525/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1340								92			
145	132	263	263	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1341								92			
145	132	527/2	527/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1342								92			
145	132	264	264	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1343											
145	132	525/2	525/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1344											
145	132	527/2	527/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1345											
146	133	529/2	529/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1346											
146	133	529/2	529/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1347											
146	133	529/2	529/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1348											
146	133	265	265	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1349											
147	133	266	266	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1350								93			
147	133	531/2	531/2	1.0		0	1/4	Chord	2/4	1	2	1/4		1/4	1	1351								94			
147	133	266	266	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1352		articStaccatoBelow									
148	134	533/2	533/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1353								93			
148	134	267	267	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1354								93			
148	134	268	268	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1355								93			
148	134	533/2	533/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1356								94			
148	134	535/2	535/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1357								94			
148	134	267	267	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1358		articStaccatoBelow									
148	134	268	268	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1359		articStaccatoBelow									
149	135	537/2	537/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1360								93			
149	135	269	269	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1361											
149	135	270	270	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1362		articStaccatoAbove									
149	135	537/2	537/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1363											
149	135	269	269	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1364		articStaccatoAbove									
149	135	539/2	539/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1365								95			
149	135	270	270	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1366								95			
149	135	539/2	539/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1367											
150	136	271	271	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1368		articStaccatoAbove									
150	136	272	272	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1369		articStaccatoAbove									
150	136	541/2	541/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1370								95			
150	136	271	271	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1371								95			
150	136	272	272	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1372								95			
150	136	541/2	541/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1373											
150	136	543/2	543/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1374											
151	137	273	273	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1375		articStaccatoAbove									
151	137	547/2	547/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1376								96			
151	137	274	274	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1377											
151	137	545/2	545/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1378								95			
151	137	273	273	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1379											
151	137	274	274	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1380								97			
151	137	1097/4	1097/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1381								97			
151	137	545/2	545/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1382											
151	137	273	273	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1383											
152	138	549/2	549/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1384											
152	138	275	275	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1385											
152	138	276	276	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1386											
152	138	549/2	549/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1387											
152	138	551/2	551/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1388											
152	138	549/2	549/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1389								97			
152	138	275	275	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1390								97			
152	138	1101/4	1101/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1391								97			
152	138	551/2	551/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1392								97			
152	138	276	276	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1393								97			
152	138	1105/4	1105/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1394											
152	138	549/2	549/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1395											
153	139	553/2	553/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1396											
153	139	277	277	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1397											
153	139	555/2	555/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1398											
153	139	278	278	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1399											
153	139	553/2	553/2	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1400											
153	139	278	278	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1401											
153	139	553/2	553/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1402								98			
153	139	277	277	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1403								98			
153	139	555/2	555/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1404								98			
153	139	278	278	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1405											
153	139	553/2	553/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1406											
154	140	557/2	557/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1407											
154	140	557/2	557/2	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1408											
154	140	557/2	557/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1409											
154	140	557/2	557/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1410								99			
154	140	279	279	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1411								99			
154	140	559/2	559/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1412								99			
154	140	280	280	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1413											
155	141	561/2	561/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1414								100			
155	141	281	281	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1415								100			
155	141	563/2	563/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1416								100			
155	141	282	282	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1417											
155	141	561/2	561/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1418											
155	141	561/2	561/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1419								101			
155	141	282	282	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1420											
155	141	561/2	561/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1421											
155	141	281	281	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1422											
156	142	565/2	565/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1423											
156	142	565/2	565/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1424											
156	142	565/2	565/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1425											
156	142	283	283	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1426											
157	142	567/2	567/2	0.0		0	1/4	SystemText	2/4	1	1	0								Var. VII							
157	142	567/2	567/2	0.0		0	1/4	SystemText	2/4	1	1	0								Minore							
157	142	567/2	567/2	0.16666666666666666		0	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1427											
157	142	851/3	851/3	0.16666666666666666		1/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1428											
157	142	1703/6	1703/6	0.16666666666666666		1/12	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1429											
157	142	284	284	0.16666666666666666		1/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1430											
157	142	1705/6	1705/6	0.16666666666666666		1/6	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1431											
157	142	853/3	853/3	0.16666666666666666		5/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1432											
157	142	284	284	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1433											
158	143	569/2	569/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1434											
158	143	854/3	854/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1435											
158	143	1709/6	1709/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1436											
158	143	285	285	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1437											
158	143	1711/6	1711/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1438											
158	143	856/3	856/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1439											
158	143	571/2	571/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1440											
158	143	857/3	857/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1441											
158	143	1715/6	1715/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1442											
158	143	286	286	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1443											
158	143	1717/6	1717/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1444											
158	143	859/3	859/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1445											
158	143	285	285	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1446											
158	143	286	286	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1447											
159	144	573/2	573/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1448											
159	144	860/3	860/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1449											
159	144	1721/6	1721/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1450											
159	144	287	287	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1451											
159	144	1723/6	1723/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1452											
159	144	862/3	862/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1453											
159	144	575/2	575/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1454											
159	144	863/3	863/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1455											
159	144	1727/6	1727/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1456											
159	144	288	288	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1457											
159	144	1729/6	1729/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1458											
159	144	865/3	865/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1459											
159	144	287	287	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1460											
159	144	1723/6	1723/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1461											
159	144	862/3	862/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1462											
159	144	575/2	575/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1463											
159	144	863/3	863/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1464											
159	144	1727/6	1727/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1465											
159	144	288	288	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1466											
159	144	1729/6	1729/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1467											
159	144	865/3	865/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1468											
160	145	577/2	577/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1469											
160	145	866/3	866/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1470											
160	145	1733/6	1733/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1471											
160	145	289	289	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1472											
160	145	1735/6	1735/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1473											
160	145	868/3	868/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1474											
160	145	579/2	579/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1475											
160	145	869/3	869/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1476											
160	145	1739/6	1739/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1477											
160	145	290	290	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1478											
160	145	1741/6	1741/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1479											
160	145	871/3	871/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1480											
160	145	577/2	577/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1481											
160	145	866/3	866/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1482											
160	145	1733/6	1733/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1483											
160	145	289	289	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1484											
160	145	1735/6	1735/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1485											
160	145	868/3	868/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1486											
160	145	579/2	579/2	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1487											
160	145	869/3	869/3	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1488											
160	145	1739/6	1739/6	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1489											
160	145	290	290	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1490											
160	145	1741/6	1741/6	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1491											
160	145	871/3	871/3	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1492											
161	146	581/2	581/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1493											
161	146	872/3	872/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1494											
161	146	1745/6	1745/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1495											
161	146	291	291	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1496											
161	146	1747/6	1747/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1497											
161	146	874/3	874/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1498											
161	146	583/2	583/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1499											
161	146	875/3	875/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1500											
161	146	1751/6	1751/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1501											
161	146	292	292	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1502											
161	146	1753/6	1753/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1503											
161	146	877/3	877/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1504											
161	146	581/2	581/2	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1505											
161	146	872/3	872/3	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1506											
161	146	1745/6	1745/6	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1507											
161	146	291	291	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1508											
161	146	1747/6	1747/6	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1509											
161	146	874/3	874/3	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1510											
161	146	583/2	583/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1511											
161	146	292	292	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1512											
162	147	585/2	585/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1513											
162	147	587/2	587/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1514											
