StaffMeasureIndex,SystemIndex,StaffIndex,Left,Top,Height,Width,Image
27,14,5,52,314,22,123,Wagner_WWV086B_188.png
28,15,5,177,314,22,118,Wagner_WWV086B_188.png
29,16,5,296,314,22,109,Wagner_WWV086B_188.png
30,17,5,406,314,22,77,Wagner_WWV086B_188.png
31,18,5,484,314,22,82,Wagner_WWV086B_188.png
32,14,6,52,364,21,123,Wagner_WWV086B_188.png
33,15,6,177,364,21,118,Wagner_WWV086B_188.png
34,16,6,296,364,21,109,Wagner_WWV086B_188.png
35,17,6,406,364,21,77,Wagner_WWV086B_188.png
36,18,6,484,364,21,82,Wagner_WWV086B_188.png
37,19,7,52,432,25,158,Wagner_WWV086B_188.png
38,20,7,211,432,25,117,Wagner_WWV086B_188.png
39,21,7,330,432,25,100,Wagner_WWV086B_188.png
40,22,7,433,432,25,132,Wagner_WWV086B_188.png
41,19,8,52,483,22,158,Wagner_WWV086B_188.png
42,20,8,211,483,22,117,Wagner_WWV086B_188.png
43,21,8,330,483,22,100,Wagner_WWV086B_188.png
44,22,8,433,483,22,132,Wagner_WWV086B_188.png
45,23,9,52,553,22,148,Wagner_WWV086B_188.png
46,24,9,201,553,22,74,Wagner_WWV086B_188.png
47,25,9,276,553,22,85,Wagner_WWV086B_188.png
48,26,9,362,553,22,96,Wagner_WWV086B_188.png
49,27,9,459,553,22,107,Wagner_WWV086B_188.png
50,23,10,52,602,21,148,Wagner_WWV086B_188.png
51,24,10,201,602,21,74,Wagner_WWV086B_188.png
52,25,10,276,602,21,85,Wagner_WWV086B_188.png
53,26,10,362,602,21,96,Wagner_WWV086B_188.png
54,27,10,459,602,21,107,Wagner_WWV086B_188.png
55,28,11,52,668,24,143,Wagner_WWV086B_188.png
56,29,11,196,668,24,118,Wagner_WWV086B_188.png
57,30,11,315,668,24,122,Wagner_WWV086B_188.png
58,31,11,438,668,24,128,Wagner_WWV086B_188.png
59,28,12,52,722,22,143,Wagner_WWV086B_188.png
60,29,12,196,722,22,118,Wagner_WWV086B_188.png
61,30,12,315,722,22,122,Wagner_WWV086B_188.png
62,31,12,438,722,22,128,Wagner_WWV086B_188.png
1,1,1,47,60,23,97,Wagner_WWV086B_189.png
2,2,1,145,60,23,66,Wagner_WWV086B_189.png
3,3,1,211,60,23,98,Wagner_WWV086B_189.png
4,4,1,311,60,23,119,Wagner_WWV086B_189.png
5,5,1,432,60,23,127,Wagner_WWV086B_189.png
6,1,2,47,112,21,97,Wagner_WWV086B_189.png
7,2,2,145,112,21,66,Wagner_WWV086B_189.png
8,3,2,211,112,21,98,Wagner_WWV086B_189.png
9,4,2,311,112,21,119,Wagner_WWV086B_189.png
10,5,2,432,112,21,127,Wagner_WWV086B_189.png
11,6,3,47,180,21,177,Wagner_WWV086B_189.png
12,7,3,225,180,21,105,Wagner_WWV086B_189.png
13,8,3,332,180,21,135,Wagner_WWV086B_189.png
14,9,3,468,180,21,91,Wagner_WWV086B_189.png
15,6,4,47,231,20,177,Wagner_WWV086B_189.png
16,7,4,225,231,20,105,Wagner_WWV086B_189.png
17,8,4,332,231,20,135,Wagner_WWV086B_189.png
18,9,4,468,231,20,91,Wagner_WWV086B_189.png
19,10,5,47,298,22,161,Wagner_WWV086B_189.png
20,11,5,209,298,22,115,Wagner_WWV086B_189.png
21,12,5,324,298,22,126,Wagner_WWV086B_189.png
22,13,5,452,298,22,107,Wagner_WWV086B_189.png
23,10,6,47,348,22,161,Wagner_WWV086B_189.png
24,11,6,209,348,22,115,Wagner_WWV086B_189.png
25,12,6,324,348,22,126,Wagner_WWV086B_189.png
26,13,6,452,348,22,107,Wagner_WWV086B_189.png
27,14,7,47,420,21,136,Wagner_WWV086B_189.png
28,15,7,183,420,21,104,Wagner_WWV086B_189.png
29,16,7,289,420,21,105,Wagner_WWV086B_189.png
30,17,7,395,420,21,104,Wagner_WWV086B_189.png
31,18,7,500,420,21,59,Wagner_WWV086B_189.png
32,14,8,47,466,22,136,Wagner_WWV086B_189.png
33,15,8,183,466,22,104,Wagner_WWV086B_189.png
34,16,8,289,466,22,105,Wagner_WWV086B_189.png
35,17,8,395,466,22,104,Wagner_WWV086B_189.png
36,18,8,500,466,22,59,Wagner_WWV086B_189.png
37,19,9,47,536,22,113,Wagner_WWV086B_189.png
38,20,9,161,536,22,64,Wagner_WWV086B_189.png
39,21,9,226,536,22,63,Wagner_WWV086B_189.png
40,22,9,290,536,22,67,Wagner_WWV086B_189.png
41,23,9,358,536,22,66,Wagner_WWV086B_189.png
42,24,9,425,536,22,65,Wagner_WWV086B_189.png
43,25,9,491,536,22,66,Wagner_WWV086B_189.png
44,19,10,47,584,22,113,Wagner_WWV086B_189.png
45,20,10,161,584,22,64,Wagner_WWV086B_189.png
46,21,10,226,584,22,63,Wagner_WWV086B_189.png
47,22,10,290,584,22,67,Wagner_WWV086B_189.png
48,23,10,358,584,22,66,Wagner_WWV086B_189.png
49,24,10,425,584,22,65,Wagner_WWV086B_189.png
50,25,10,491,584,22,66,Wagner_WWV086B_189.png
51,26,11,45,667,24,104,Wagner_WWV086B_189.png
52,27,11,151,667,24,67,Wagner_WWV086B_189.png
53,28,11,219,667,24,51,Wagner_WWV086B_189.png
54,29,11,271,667,24,48,Wagner_WWV086B_189.png
55,30,11,320,667,24,58,Wagner_WWV086B_189.png
56,31,11,379,667,24,50,Wagner_WWV086B_189.png
57,32,11,430,667,24,73,Wagner_WWV086B_189.png
58,33,11,504,667,24,56,Wagner_WWV086B_189.png
59,26,12,45,718,22,104,Wagner_WWV086B_189.png
60,27,12,151,718,22,67,Wagner_WWV086B_189.png
61,28,12,219,718,22,51,Wagner_WWV086B_189.png
62,29,12,271,718,22,48,Wagner_WWV086B_189.png
63,30,12,320,718,22,58,Wagner_WWV086B_189.png
64,31,12,379,718,22,50,Wagner_WWV086B_189.png
65,32,12,430,718,22,73,Wagner_WWV086B_189.png
66,33,12,504,718,22,56,Wagner_WWV086B_189.png
1,1,1,47,74,23,89,Wagner_WWV086B_190.png
2,2,1,137,74,23,59,Wagner_WWV086B_190.png
3,3,1,198,74,23,45,Wagner_WWV086B_190.png
4,4,1,245,74,23,51,Wagner_WWV086B_190.png
5,5,1,297,74,23,45,Wagner_WWV086B_190.png
6,6,1,344,74,23,59,Wagner_WWV086B_190.png
7,7,1,405,74,23,34,Wagner_WWV086B_190.png
8,8,1,440,74,23,55,Wagner_WWV086B_190.png
9,9,1,496,74,23,65,Wagner_WWV086B_190.png
10,1,2,47,120,24,89,Wagner_WWV086B_190.png
11,2,2,137,120,24,59,Wagner_WWV086B_190.png
12,3,2,198,120,24,45,Wagner_WWV086B_190.png
13,4,2,245,120,24,51,Wagner_WWV086B_190.png
14,5,2,297,120,24,45,Wagner_WWV086B_190.png
15,6,2,344,120,24,59,Wagner_WWV086B_190.png
16,7,2,405,120,24,34,Wagner_WWV086B_190.png
17,8,2,440,120,24,55,Wagner_WWV086B_190.png
18,9,2,496,120,24,65,Wagner_WWV086B_190.png
19,10,3,49,197,24,73,Wagner_WWV086B_190.png
20,11,3,123,197,24,142,Wagner_WWV086B_190.png
21,12,3,266,197,24,109,Wagner_WWV086B_190.png
22,13,3,376,197,24,79,Wagner_WWV086B_190.png
23,14,3,456,197,24,105,Wagner_WWV086B_190.png
24,10,4,49,241,24,73,Wagner_WWV086B_190.png
25,11,4,123,241,24,142,Wagner_WWV086B_190.png
26,12,4,266,241,24,109,Wagner_WWV086B_190.png
27,13,4,376,241,24,79,Wagner_WWV086B_190.png
28,14,4,456,241,24,105,Wagner_WWV086B_190.png
29,15,5,50,313,22,126,Wagner_WWV086B_190.png
30,16,5,177,313,22,84,Wagner_WWV086B_190.png
31,17,5,262,313,22,79,Wagner_WWV086B_190.png
32,18,5,342,313,22,51,Wagner_WWV086B_190.png
33,19,5,394,313,22,67,Wagner_WWV086B_190.png
34,20,5,462,313,22,100,Wagner_WWV086B_190.png
35,15,6,50,359,21,126,Wagner_WWV086B_190.png
36,16,6,177,359,21,84,Wagner_WWV086B_190.png
37,17,6,262,359,21,79,Wagner_WWV086B_190.png
38,18,6,342,359,21,51,Wagner_WWV086B_190.png
39,19,6,394,359,21,67,Wagner_WWV086B_190.png
40,20,6,462,359,21,100,Wagner_WWV086B_190.png
41,21,7,51,433,24,124,Wagner_WWV086B_190.png
42,22,7,176,433,24,59,Wagner_WWV086B_190.png
43,23,7,236,433,24,99,Wagner_WWV086B_190.png
44,24,7,336,433,24,107,Wagner_WWV086B_190.png
45,25,7,444,433,24,119,Wagner_WWV086B_190.png
46,21,8,51,486,23,124,Wagner_WWV086B_190.png
47,22,8,176,486,23,59,Wagner_WWV086B_190.png
48,23,8,236,486,23,99,Wagner_WWV086B_190.png
49,24,8,336,486,23,107,Wagner_WWV086B_190.png
50,25,8,444,486,23,119,Wagner_WWV086B_190.png
51,26,9,52,557,22,125,Wagner_WWV086B_190.png
52,27,9,178,557,22,59,Wagner_WWV086B_190.png
53,28,9,238,557,22,64,Wagner_WWV086B_190.png
54,29,9,303,557,22,58,Wagner_WWV086B_190.png
55,30,9,362,557,22,88,Wagner_WWV086B_190.png
56,31,9,451,557,22,113,Wagner_WWV086B_190.png
57,26,10,52,604,23,125,Wagner_WWV086B_190.png
58,27,10,178,604,23,59,Wagner_WWV086B_190.png
59,28,10,238,604,23,64,Wagner_WWV086B_190.png
60,29,10,303,604,23,58,Wagner_WWV086B_190.png
61,30,10,362,604,23,88,Wagner_WWV086B_190.png
62,31,10,451,604,23,113,Wagner_WWV086B_190.png
63,32,11,54,672,25,91,Wagner_WWV086B_190.png
64,33,11,147,672,25,83,Wagner_WWV086B_190.png
65,34,11,234,672,25,47,Wagner_WWV086B_190.png
66,35,11,283,672,25,87,Wagner_WWV086B_190.png
67,36,11,371,672,25,43,Wagner_WWV086B_190.png
68,37,11,415,672,25,82,Wagner_WWV086B_190.png
69,38,11,498,672,25,67,Wagner_WWV086B_190.png
70,32,12,54,724,24,91,Wagner_WWV086B_190.png
71,33,12,147,724,24,83,Wagner_WWV086B_190.png
72,34,12,234,724,24,47,Wagner_WWV086B_190.png
73,35,12,283,724,24,87,Wagner_WWV086B_190.png
74,36,12,371,724,24,43,Wagner_WWV086B_190.png
75,37,12,415,724,24,82,Wagner_WWV086B_190.png
76,38,12,498,724,24,67,Wagner_WWV086B_190.png
1,1,1,43,79,25,123,Wagner_WWV086B_191.png
2,2,1,167,79,25,87,Wagner_WWV086B_191.png
3,3,1,254,79,25,87,Wagner_WWV086B_191.png
4,4,1,343,79,25,88,Wagner_WWV086B_191.png
5,5,1,432,79,25,65,Wagner_WWV086B_191.png
6,6,1,498,79,25,58,Wagner_WWV086B_191.png
7,1,2,43,128,21,123,Wagner_WWV086B_191.png
8,2,2,167,128,21,87,Wagner_WWV086B_191.png
9,3,2,254,128,21,87,Wagner_WWV086B_191.png
10,4,2,343,128,21,88,Wagner_WWV086B_191.png
11,5,2,432,128,21,65,Wagner_WWV086B_191.png
12,6,2,498,128,21,58,Wagner_WWV086B_191.png
13,7,3,43,197,25,82,Wagner_WWV086B_191.png
14,8,3,127,197,25,50,Wagner_WWV086B_191.png
15,9,3,178,197,25,44,Wagner_WWV086B_191.png
16,10,3,223,197,25,73,Wagner_WWV086B_191.png
17,11,3,297,197,25,85,Wagner_WWV086B_191.png
18,12,3,383,197,25,82,Wagner_WWV086B_191.png
19,13,3,466,197,25,89,Wagner_WWV086B_191.png
20,7,4,43,248,22,82,Wagner_WWV086B_191.png
21,8,4,127,248,22,50,Wagner_WWV086B_191.png
22,9,4,178,248,22,44,Wagner_WWV086B_191.png
23,10,4,223,248,22,73,Wagner_WWV086B_191.png
24,11,4,297,248,22,85,Wagner_WWV086B_191.png
25,12,4,383,248,22,82,Wagner_WWV086B_191.png
26,13,4,466,248,22,89,Wagner_WWV086B_191.png
27,14,5,42,317,25,116,Wagner_WWV086B_191.png
28,15,5,162,317,25,112,Wagner_WWV086B_191.png
29,16,5,276,317,25,52,Wagner_WWV086B_191.png
30,17,5,329,317,25,80,Wagner_WWV086B_191.png
31,18,5,410,317,25,55,Wagner_WWV086B_191.png
32,19,5,466,317,25,43,Wagner_WWV086B_191.png
33,20,5,509,317,25,45,Wagner_WWV086B_191.png
34,14,6,42,369,22,116,Wagner_WWV086B_191.png
35,15,6,162,369,22,112,Wagner_WWV086B_191.png
36,16,6,276,369,22,52,Wagner_WWV086B_191.png
37,17,6,329,369,22,80,Wagner_WWV086B_191.png
38,18,6,410,369,22,55,Wagner_WWV086B_191.png
39,19,6,466,369,22,43,Wagner_WWV086B_191.png
40,20,6,509,369,22,45,Wagner_WWV086B_191.png
41,21,7,43,442,24,192,Wagner_WWV086B_191.png
42,22,7,236,442,24,160,Wagner_WWV086B_191.png
43,23,7,397,442,24,157,Wagner_WWV086B_191.png
44,21,8,43,492,23,192,Wagner_WWV086B_191.png
45,22,8,236,492,23,160,Wagner_WWV086B_191.png
46,23,8,397,492,23,157,Wagner_WWV086B_191.png
47,24,9,43,560,26,175,Wagner_WWV086B_191.png
48,25,9,219,560,26,161,Wagner_WWV086B_191.png
49,26,9,380,560,26,173,Wagner_WWV086B_191.png
50,24,10,43,611,22,175,Wagner_WWV086B_191.png
51,25,10,219,611,22,161,Wagner_WWV086B_191.png
52,26,10,380,611,22,173,Wagner_WWV086B_191.png
53,27,11,43,684,25,124,Wagner_WWV086B_191.png
54,28,11,168,684,25,81,Wagner_WWV086B_191.png
55,29,11,251,684,25,101,Wagner_WWV086B_191.png
56,30,11,353,684,25,67,Wagner_WWV086B_191.png
57,31,11,421,684,25,133,Wagner_WWV086B_191.png
58,27,12,43,737,21,124,Wagner_WWV086B_191.png
59,28,12,168,737,21,81,Wagner_WWV086B_191.png
60,29,12,251,737,21,101,Wagner_WWV086B_191.png
61,30,12,353,737,21,67,Wagner_WWV086B_191.png
62,31,12,421,737,21,133,Wagner_WWV086B_191.png
1,1,1,51,80,22,91,Wagner_WWV086B_192.png
2,2,1,144,80,22,65,Wagner_WWV086B_192.png
3,3,1,210,80,22,55,Wagner_WWV086B_192.png
4,4,1,266,80,22,70,Wagner_WWV086B_192.png
5,5,1,337,80,22,63,Wagner_WWV086B_192.png
6,6,1,401,80,22,47,Wagner_WWV086B_192.png
7,7,1,449,80,22,49,Wagner_WWV086B_192.png
8,8,1,499,80,22,66,Wagner_WWV086B_192.png
9,1,2,51,130,21,91,Wagner_WWV086B_192.png
10,2,2,144,130,21,65,Wagner_WWV086B_192.png
11,3,2,210,130,21,55,Wagner_WWV086B_192.png
12,4,2,266,130,21,70,Wagner_WWV086B_192.png
13,5,2,337,130,21,63,Wagner_WWV086B_192.png
14,6,2,401,130,21,47,Wagner_WWV086B_192.png
15,7,2,449,130,21,49,Wagner_WWV086B_192.png
16,8,2,499,130,21,66,Wagner_WWV086B_192.png
17,9,3,51,203,24,91,Wagner_WWV086B_192.png
18,10,3,143,203,24,41,Wagner_WWV086B_192.png
19,11,3,185,203,24,73,Wagner_WWV086B_192.png
20,12,3,259,203,24,80,Wagner_WWV086B_192.png
21,13,3,340,203,24,74,Wagner_WWV086B_192.png
22,14,3,415,203,24,87,Wagner_WWV086B_192.png
23,15,3,503,203,24,62,Wagner_WWV086B_192.png
24,9,4,51,254,22,91,Wagner_WWV086B_192.png
25,10,4,143,254,22,41,Wagner_WWV086B_192.png
26,11,4,185,254,22,73,Wagner_WWV086B_192.png
27,12,4,259,254,22,80,Wagner_WWV086B_192.png
28,13,4,340,254,22,74,Wagner_WWV086B_192.png
29,14,4,415,254,22,87,Wagner_WWV086B_192.png
30,15,4,503,254,22,62,Wagner_WWV086B_192.png
31,16,5,52,324,21,157,Wagner_WWV086B_192.png
32,17,5,210,324,21,105,Wagner_WWV086B_192.png
33,18,5,317,324,21,148,Wagner_WWV086B_192.png
34,19,5,466,324,21,100,Wagner_WWV086B_192.png
35,16,6,52,371,23,157,Wagner_WWV086B_192.png
36,17,6,210,371,23,105,Wagner_WWV086B_192.png
37,18,6,317,371,23,148,Wagner_WWV086B_192.png
38,19,6,466,371,23,100,Wagner_WWV086B_192.png
39,20,7,51,443,22,168,Wagner_WWV086B_192.png
40,21,7,222,443,22,134,Wagner_WWV086B_192.png
41,22,7,357,443,22,47,Wagner_WWV086B_192.png
42,23,7,405,443,22,75,Wagner_WWV086B_192.png
43,24,7,481,443,22,85,Wagner_WWV086B_192.png
44,20,8,51,492,22,168,Wagner_WWV086B_192.png
45,21,8,222,492,22,134,Wagner_WWV086B_192.png
46,22,8,357,492,22,47,Wagner_WWV086B_192.png
47,23,8,405,492,22,75,Wagner_WWV086B_192.png
48,24,8,481,492,22,85,Wagner_WWV086B_192.png
49,25,9,52,562,21,101,Wagner_WWV086B_192.png
50,26,9,154,562,21,79,Wagner_WWV086B_192.png
51,27,9,234,562,21,72,Wagner_WWV086B_192.png
52,28,9,307,562,21,91,Wagner_WWV086B_192.png
53,29,9,399,562,21,86,Wagner_WWV086B_192.png
54,30,9,486,562,21,80,Wagner_WWV086B_192.png
55,25,10,52,609,21,101,Wagner_WWV086B_192.png
56,26,10,154,609,21,79,Wagner_WWV086B_192.png
57,27,10,234,609,21,72,Wagner_WWV086B_192.png
58,28,10,307,609,21,91,Wagner_WWV086B_192.png
59,29,10,399,609,21,86,Wagner_WWV086B_192.png
60,30,10,486,609,21,80,Wagner_WWV086B_192.png
61,31,11,52,681,23,129,Wagner_WWV086B_192.png
62,32,11,183,681,23,82,Wagner_WWV086B_192.png
63,33,11,266,681,23,76,Wagner_WWV086B_192.png
64,34,11,343,681,23,115,Wagner_WWV086B_192.png
65,35,11,459,681,23,107,Wagner_WWV086B_192.png
66,31,12,52,731,21,129,Wagner_WWV086B_192.png
67,32,12,183,731,21,82,Wagner_WWV086B_192.png
68,33,12,266,731,21,76,Wagner_WWV086B_192.png
69,34,12,343,731,21,115,Wagner_WWV086B_192.png
70,35,12,459,731,21,107,Wagner_WWV086B_192.png
1,1,1,49,72,20,148,Wagner_WWV086B_193.png
2,2,1,198,72,20,115,Wagner_WWV086B_193.png
3,3,1,314,72,20,130,Wagner_WWV086B_193.png
4,4,1,445,72,20,117,Wagner_WWV086B_193.png
5,1,2,49,121,22,148,Wagner_WWV086B_193.png
6,2,2,198,121,22,115,Wagner_WWV086B_193.png
7,3,2,314,121,22,130,Wagner_WWV086B_193.png
8,4,2,445,121,22,117,Wagner_WWV086B_193.png
9,5,3,48,189,24,218,Wagner_WWV086B_193.png
10,6,3,267,189,24,150,Wagner_WWV086B_193.png
11,7,3,418,189,24,143,Wagner_WWV086B_193.png
12,5,4,48,243,24,218,Wagner_WWV086B_193.png
13,6,4,267,243,24,150,Wagner_WWV086B_193.png
14,7,4,418,243,24,143,Wagner_WWV086B_193.png
15,8,5,47,314,24,205,Wagner_WWV086B_193.png
16,9,5,253,314,24,151,Wagner_WWV086B_193.png
17,10,5,405,314,24,155,Wagner_WWV086B_193.png
18,8,6,47,367,25,205,Wagner_WWV086B_193.png
19,9,6,253,367,25,151,Wagner_WWV086B_193.png
20,10,6,405,367,25,155,Wagner_WWV086B_193.png
21,11,7,47,439,24,166,Wagner_WWV086B_193.png
22,12,7,214,439,24,175,Wagner_WWV086B_193.png
23,13,7,390,439,24,170,Wagner_WWV086B_193.png
24,11,8,47,488,22,166,Wagner_WWV086B_193.png
25,12,8,214,488,22,175,Wagner_WWV086B_193.png
26,13,8,390,488,22,170,Wagner_WWV086B_193.png
27,14,9,47,555,24,201,Wagner_WWV086B_193.png
28,15,9,249,555,24,168,Wagner_WWV086B_193.png
29,16,9,418,555,24,141,Wagner_WWV086B_193.png
30,14,10,47,605,22,201,Wagner_WWV086B_193.png
31,15,10,249,605,22,168,Wagner_WWV086B_193.png
32,16,10,418,605,22,141,Wagner_WWV086B_193.png
33,17,11,47,675,24,194,Wagner_WWV086B_193.png
34,18,11,242,675,24,167,Wagner_WWV086B_193.png
35,19,11,410,675,24,149,Wagner_WWV086B_193.png
36,17,12,47,724,22,194,Wagner_WWV086B_193.png
37,18,12,242,724,22,167,Wagner_WWV086B_193.png
38,19,12,410,724,22,149,Wagner_WWV086B_193.png
1,1,1,38,77,23,190,Wagner_WWV086B_194.png
2,2,1,229,77,23,154,Wagner_WWV086B_194.png
3,3,1,384,77,23,173,Wagner_WWV086B_194.png
4,1,2,38,125,22,190,Wagner_WWV086B_194.png
5,2,2,229,125,22,154,Wagner_WWV086B_194.png
6,3,2,384,125,22,173,Wagner_WWV086B_194.png
7,4,3,42,195,24,207,Wagner_WWV086B_194.png
8,5,3,250,195,24,138,Wagner_WWV086B_194.png
9,6,3,389,195,24,168,Wagner_WWV086B_194.png
10,4,4,42,242,23,207,Wagner_WWV086B_194.png
11,5,4,250,242,23,138,Wagner_WWV086B_194.png
12,6,4,389,242,23,168,Wagner_WWV086B_194.png
13,7,5,43,320,22,199,Wagner_WWV086B_194.png
14,8,5,243,320,22,127,Wagner_WWV086B_194.png
15,9,5,371,320,22,125,Wagner_WWV086B_194.png
16,10,5,496,320,22,59,Wagner_WWV086B_194.png
17,7,6,43,369,23,199,Wagner_WWV086B_194.png
18,8,6,243,369,23,127,Wagner_WWV086B_194.png
19,9,6,371,369,23,125,Wagner_WWV086B_194.png
20,10,6,496,369,23,59,Wagner_WWV086B_194.png
21,11,7,43,433,23,64,Wagner_WWV086B_194.png
22,12,7,108,433,23,58,Wagner_WWV086B_194.png
23,13,7,167,433,23,72,Wagner_WWV086B_194.png
24,14,7,239,433,23,102,Wagner_WWV086B_194.png
25,15,7,343,433,23,102,Wagner_WWV086B_194.png
26,16,7,446,433,23,111,Wagner_WWV086B_194.png
27,11,8,43,484,21,64,Wagner_WWV086B_194.png
28,12,8,108,484,21,58,Wagner_WWV086B_194.png
29,13,8,167,484,21,72,Wagner_WWV086B_194.png
30,14,8,239,484,21,102,Wagner_WWV086B_194.png
31,15,8,343,484,21,102,Wagner_WWV086B_194.png
32,16,8,446,484,21,111,Wagner_WWV086B_194.png
33,17,9,44,551,22,139,Wagner_WWV086B_194.png
34,18,9,183,551,22,90,Wagner_WWV086B_194.png
35,19,9,275,551,22,89,Wagner_WWV086B_194.png
36,20,9,365,551,22,89,Wagner_WWV086B_194.png
37,21,9,455,551,22,102,Wagner_WWV086B_194.png
38,17,10,44,603,22,139,Wagner_WWV086B_194.png
39,18,10,183,603,22,90,Wagner_WWV086B_194.png
40,19,10,275,603,22,89,Wagner_WWV086B_194.png
41,20,10,365,603,22,89,Wagner_WWV086B_194.png
42,21,10,455,603,22,102,Wagner_WWV086B_194.png
43,22,11,45,672,25,120,Wagner_WWV086B_194.png
44,23,11,166,672,25,70,Wagner_WWV086B_194.png
45,24,11,237,672,25,51,Wagner_WWV086B_194.png
46,25,11,289,672,25,102,Wagner_WWV086B_194.png
47,26,11,392,672,25,84,Wagner_WWV086B_194.png
48,27,11,477,672,25,81,Wagner_WWV086B_194.png
49,22,12,45,727,22,120,Wagner_WWV086B_194.png
50,23,12,166,727,22,70,Wagner_WWV086B_194.png
51,24,12,237,727,22,51,Wagner_WWV086B_194.png
52,25,12,289,727,22,102,Wagner_WWV086B_194.png
53,26,12,392,727,22,84,Wagner_WWV086B_194.png
54,27,12,477,727,22,81,Wagner_WWV086B_194.png
1,1,1,39,68,22,139,Wagner_WWV086B_195.png
2,2,1,180,68,22,130,Wagner_WWV086B_195.png
3,3,1,311,68,22,118,Wagner_WWV086B_195.png
4,4,1,429,68,22,124,Wagner_WWV086B_195.png
5,1,2,39,114,22,139,Wagner_WWV086B_195.png
6,2,2,180,114,22,130,Wagner_WWV086B_195.png
7,3,2,311,114,22,118,Wagner_WWV086B_195.png
8,4,2,429,114,22,124,Wagner_WWV086B_195.png
9,5,3,40,180,24,141,Wagner_WWV086B_195.png
10,6,3,182,180,24,74,Wagner_WWV086B_195.png
11,7,3,257,180,24,119,Wagner_WWV086B_195.png
12,8,3,377,180,24,176,Wagner_WWV086B_195.png
13,5,4,40,232,22,141,Wagner_WWV086B_195.png
14,6,4,182,232,22,74,Wagner_WWV086B_195.png
15,7,4,257,232,22,119,Wagner_WWV086B_195.png
16,8,4,377,232,22,176,Wagner_WWV086B_195.png
17,9,5,42,300,23,142,Wagner_WWV086B_195.png
18,10,5,186,300,23,105,Wagner_WWV086B_195.png
19,11,5,292,300,23,65,Wagner_WWV086B_195.png
20,12,5,358,300,23,75,Wagner_WWV086B_195.png
21,13,5,434,300,23,52,Wagner_WWV086B_195.png
22,14,5,488,300,23,65,Wagner_WWV086B_195.png
23,9,6,42,348,23,142,Wagner_WWV086B_195.png
24,10,6,186,348,23,105,Wagner_WWV086B_195.png
25,11,6,292,348,23,65,Wagner_WWV086B_195.png
26,12,6,358,348,23,75,Wagner_WWV086B_195.png
27,13,6,434,348,23,52,Wagner_WWV086B_195.png
28,14,6,488,348,23,65,Wagner_WWV086B_195.png
29,15,7,40,426,23,162,Wagner_WWV086B_195.png
30,16,7,203,426,23,102,Wagner_WWV086B_195.png
31,17,7,306,426,23,117,Wagner_WWV086B_195.png
32,18,7,423,426,23,129,Wagner_WWV086B_195.png
33,15,8,40,470,21,162,Wagner_WWV086B_195.png
34,16,8,203,470,21,102,Wagner_WWV086B_195.png
35,17,8,306,470,21,117,Wagner_WWV086B_195.png
36,18,8,423,470,21,129,Wagner_WWV086B_195.png
37,19,9,40,548,24,132,Wagner_WWV086B_195.png
38,20,9,173,548,24,108,Wagner_WWV086B_195.png
39,21,9,282,548,24,112,Wagner_WWV086B_195.png
40,22,9,395,548,24,157,Wagner_WWV086B_195.png
41,19,10,40,592,22,132,Wagner_WWV086B_195.png
42,20,10,173,592,22,108,Wagner_WWV086B_195.png
43,21,10,282,592,22,112,Wagner_WWV086B_195.png
44,22,10,395,592,22,157,Wagner_WWV086B_195.png
45,23,11,40,670,24,145,Wagner_WWV086B_195.png
46,24,11,186,670,24,133,Wagner_WWV086B_195.png
47,25,11,320,670,24,119,Wagner_WWV086B_195.png
48,26,11,440,670,24,112,Wagner_WWV086B_195.png
49,23,12,40,723,22,145,Wagner_WWV086B_195.png
50,24,12,186,723,22,133,Wagner_WWV086B_195.png
51,25,12,320,723,22,119,Wagner_WWV086B_195.png
52,26,12,440,723,22,112,Wagner_WWV086B_195.png
1,1,1,45,68,22,165,Wagner_WWV086B_196.png
2,2,1,211,68,22,91,Wagner_WWV086B_196.png
3,3,1,304,68,22,88,Wagner_WWV086B_196.png
4,4,1,393,68,22,76,Wagner_WWV086B_196.png
5,5,1,470,68,22,90,Wagner_WWV086B_196.png
6,1,2,45,122,21,165,Wagner_WWV086B_196.png
7,2,2,211,122,21,91,Wagner_WWV086B_196.png
8,3,2,304,122,21,88,Wagner_WWV086B_196.png
9,4,2,393,122,21,76,Wagner_WWV086B_196.png
10,5,2,470,122,21,90,Wagner_WWV086B_196.png
11,6,3,47,190,22,153,Wagner_WWV086B_196.png
12,7,3,201,190,22,122,Wagner_WWV086B_196.png
13,8,3,324,190,22,117,Wagner_WWV086B_196.png
14,9,3,442,190,22,118,Wagner_WWV086B_196.png
15,6,4,47,244,21,153,Wagner_WWV086B_196.png
16,7,4,201,244,21,122,Wagner_WWV086B_196.png
17,8,4,324,244,21,117,Wagner_WWV086B_196.png
18,9,4,442,244,21,118,Wagner_WWV086B_196.png
19,10,5,50,312,22,171,Wagner_WWV086B_196.png
20,11,5,223,312,22,93,Wagner_WWV086B_196.png
21,12,5,317,312,22,146,Wagner_WWV086B_196.png
22,13,5,464,312,22,97,Wagner_WWV086B_196.png
23,10,6,50,362,21,171,Wagner_WWV086B_196.png
24,11,6,223,362,21,93,Wagner_WWV086B_196.png
25,12,6,317,362,21,146,Wagner_WWV086B_196.png
26,13,6,464,362,21,97,Wagner_WWV086B_196.png
27,14,7,47,437,22,191,Wagner_WWV086B_196.png
